Sequence_ID,Step_0,Step_1,Step_2,Step_3,Step_4,Step_5,Step_6,Step_7,Step_8,Step_9,Step_10,Step_11,Step_12,Step_13,Step_14,Step_15,Step_16,Step_17,Step_18,Step_19,Step_20,Step_21,Step_22,Step_23,Step_24,Step_25,Step_26,Step_27,Step_28,Step_29,Step_30,Step_31,Step_32,Step_33,Step_34,Step_35,Step_36,Step_37,Step_38,Step_39,Step_40,Step_41,Step_42,Step_43,Step_44,Step_45,Step_46,Step_47,Step_48,Step_49,Step_50,Step_51,Step_52,Step_53,Step_54,Step_55,Step_56,Step_57,Step_58,Step_59,Step_60,Step_61,Step_62,Step_63,Step_64,Step_65,Step_66,Step_67,Step_68,Step_69,Step_70,Step_71,Step_72,Step_73,Step_74,Step_75,Step_76,Step_77,Step_78,Step_79,Step_80,Step_81,Step_82,Step_83,Step_84,Step_85,Step_86,Step_87,Step_88,Step_89,Step_90,Step_91,Step_92,Step_93,Step_94,Step_95,Step_96,Step_97,Step_98,Step_99,Step_100,Step_101,Step_102,Step_103,Step_104,Step_105,Step_106,Step_107,Step_108,Step_109,Step_110,Step_111,Step_112,Step_113,Step_114,Step_115,Step_116,Step_117,Step_118,Step_119,Step_120,Step_121,Step_122,Step_123,Step_124,Step_125,Step_126,Step_127,Step_128,Step_129,Step_130,Step_131,Step_132,Step_133,Step_134,Step_135,Step_136,Step_137,Step_138,Step_139,Step_140,Step_141,Step_142,Step_143,Step_144,Step_145,Step_146,Step_147,Step_148,Step_149,Step_150,Step_151,Step_152,Step_153,Step_154,Step_155,Step_156,Step_157,Step_158,Step_159,Step_160,Step_161,Step_162,Step_163,Step_164,Step_165,Step_166,Step_167,Step_168,Step_169,Step_170,Step_171,Step_172,Step_173,Step_174,Step_175,Step_176,Step_177,Step_178,Step_179,Step_180,Step_181,Step_182,Step_183,Step_184,Step_185,Step_186,Step_187,Step_188,Step_189,Step_190,Step_191
96,0.0,0.18427457,0.35428402,0.5009115,0.62261415,0.71799034,0.7913375,0.8445371,0.87514645,0.8854865,0.89709437,0.9064589,0.9116733,0.91354495,0.91314024,0.9114069,0.9090428,0.906448,0.90379465,0.9010848,0.89823586,0.89520836,0.8921864,0.8896766,0.8883364,0.88962466,0.8985097,0.91703725,0.9244336,0.9280832,0.93157756,0.935337,0.9395724,0.9445808,0.9506559,0.9578171,0.965734,0.9736853,0.97971797,0.9821923,0.98047334,0.973315,0.960772,0.949963,0.94426906,0.9406841,0.9374028,0.93367946,0.92912185,0.9234813,0.91660583,0.9086047,0.900037,0.89172095,0.88527656,0.88199556,0.88243645,0.8874483,0.89882594,0.9134045,0.9211375,0.9245519,0.92687845,0.9291945,0.9320746,0.9361995,0.94268775,0.953105,0.9670349,0.9800532,0.98692477,0.9866011,0.9815745,0.9730759,0.96220344,0.95238996,0.94587815,0.9418158,0.93886584,0.93616474,0.9330491,0.9286992,0.9217876,0.9104258,0.895063,0.8814052,0.87410253,0.87307787,0.87699175,0.8853847,0.8983296,0.9109748,0.9180973,0.9217157,0.92401415,0.925923,0.92800033,0.93097943,0.9365533,0.9493663,0.9719611,0.9882253,0.9925035,0.9893061,0.9822288,0.97297555,0.96319085,0.9546361,0.9481517,0.94349927,0.94005084,0.93724763,0.9345711,0.9312866,0.9256425,0.9121237,0.8873876,0.87092155,0.86647415,0.86878806,0.87479264,0.8844334,0.8970203,0.90819085,0.9151396,0.9191462,0.9217641,0.92376804,0.9256281,0.9279063,0.93214375,0.94660896,0.9802715,0.99457735,0.9944233,0.9891671,0.9816872,0.97331846,0.9652692,0.958141,0.9520031,0.9467434,0.94223595,0.9383733,0.9349741,0.9316264,0.92702836,0.9129879,0.8792397,0.862773,0.86248374,0.86630213,0.87242955,0.8810938,0.8913464,0.9008208,0.9081115,0.91336906,0.9173591,0.9207023,0.92380387,0.927067,0.93147755,0.9454896,0.99022293,0.99999994,0.99738234,0.99224865,0.9864463,0.9809339,0.9759294,0.97116184,0.96617347,0.96033245,0.9526925,0.94209063,0.93015,0.9224584,0.9132547,0.8989885,0.8622861,0.8406362,0.8402645,0.8413649,0.84280866,0.8439618,0.84435457,0.84382033,0.84252894,0.84099776,0.8402838,0.8431871
97,0.0,0.4563964,0.6555115,0.7504447,0.80869865,0.8568318,0.90165985,0.9430813,0.9762937,0.99726504,0.99792606,0.9862774,0.96790075,0.9455553,0.9213914,0.8972576,0.8743664,0.85315096,0.8332877,0.8138551,0.7935805,0.7712048,0.74621534,0.71886426,0.6890777,0.6576563,0.6274089,0.6042132,0.60163224,0.61037624,0.62417245,0.6411887,0.6615511,0.6864254,0.71725154,0.75449306,0.7974176,0.8442753,0.88848895,0.9248747,0.9529581,0.97397053,0.99005425,0.998993,0.9999996,0.99535877,0.9859648,0.9716035,0.95164156,0.9253465,0.89209026,0.8521718,0.8076427,0.76114976,0.71811,0.6817874,0.6523079,0.62946874,0.6109522,0.5967857,0.59140444,0.59209013,0.59642917,0.6041227,0.61622113,0.6353328,0.6666609,0.71779186,0.7876698,0.8579289,0.9089008,0.9419815,0.9629199,0.9771494,0.9877558,0.9945689,0.9971471,0.9963489,0.9928107,0.98625,0.9752569,0.9567733,0.9248336,0.8703948,0.7948092,0.72316223,0.6735508,0.6420828,0.6220029,0.60758406,0.59527445,0.58620137,0.5825617,0.5825178,0.58453923,0.5883846,0.5949481,0.60699165,0.63232946,0.6930492,0.80195415,0.88671166,0.9279055,0.9484764,0.9607942,0.9695903,0.97608525,0.9801062,0.9815406,0.9807864,0.9783892,0.97442585,0.96808183,0.9567815,0.93268347,0.86965704,0.75076836,0.66553086,0.626619,0.6079544,0.5966596,0.5873616,0.57842284,0.5717414,0.56870514,0.56833214,0.5694594,0.57159054,0.57506293,0.58172786,0.5986426,0.6651524,0.8244916,0.9005161,0.9228012,0.9325052,0.93847346,0.94269735,0.94546753,0.9468746,0.94702274,0.94593656,0.94367105,0.94031113,0.93562096,0.9282182,0.91232103,0.84901756,0.6876432,0.59984124,0.57852703,0.56937164,0.5630385,0.5569605,0.55098677,0.54631853,0.5437513,0.54320824,0.54433,0.5468479,0.55076456,0.5570044,0.5700957,0.63099647,0.84166145,0.89945185,0.910434,0.91555476,0.9177764,0.9173952,0.9146167,0.9097126,0.90281725,0.8937112,0.88130563,0.858546,0.83375126,0.8300019,0.8196259,0.7774337,0.61280906,0.5063178,0.4967016,0.49269986,0.4908567,0.49055502,0.49171248,0.49426052,0.49800166,0.50257117,0.5073052,0.51078576
98,0.99999976,0.6483308,0.4432785,0.31983736,0.24599215,0.20804758,0.19347398,0.19471847,0.2080829,0.22823256,0.23324701,0.23034596,0.2244626,0.21690147,0.20843965,0.19973882,0.19124638,0.1831413,0.17530231,0.167355,0.15874483,0.14887133,0.13734715,0.12394622,0.10811518,0.08914172,0.06459101,0.036198515,0.028729225,0.030823782,0.035943028,0.04270236,0.05099346,0.061251964,0.07407244,0.089696266,0.10796919,0.12846735,0.14897612,0.16783419,0.18527825,0.20300958,0.22222205,0.23597383,0.2411072,0.24133208,0.2386088,0.23340832,0.22568001,0.21521075,0.20176154,0.18541482,0.16688523,0.14702402,0.12760904,0.109457396,0.092180535,0.07496725,0.05503305,0.03499288,0.025597397,0.023212027,0.023818377,0.026370935,0.030996857,0.03865453,0.051427916,0.072411165,0.1013323,0.13119298,0.15490657,0.17410491,0.19009608,0.20501818,0.21976604,0.23150568,0.238192,0.24099064,0.24133915,0.23976381,0.2359962,0.22894724,0.21628216,0.19435818,0.16357797,0.13366078,0.11117754,0.09395838,0.07922348,0.06407532,0.046418168,0.030880297,0.022975374,0.020004846,0.01929842,0.019962462,0.02205584,0.02657109,0.03663768,0.061202515,0.10557087,0.14115126,0.16133153,0.17566024,0.18835826,0.20077726,0.21231204,0.22145557,0.22746609,0.23076628,0.23216265,0.23215206,0.23068033,0.22687268,0.21765852,0.19256504,0.14460215,0.10917718,0.09048393,0.07787067,0.06646187,0.053223416,0.037789155,0.024820326,0.01740637,0.013922507,0.012440186,0.012035168,0.012522602,0.014512373,0.020813705,0.047381263,0.111835696,0.14398521,0.15687633,0.16663091,0.17602052,0.18512754,0.19315256,0.19966699,0.20467204,0.2082701,0.21059543,0.21177633,0.21183167,0.2102952,0.20491692,0.18006717,0.11506525,0.07814029,0.06612985,0.057733957,0.04906374,0.038466148,0.026631135,0.016193671,0.008757345,0.0041502607,0.0015411892,0.00026726504,0.0,0.0009395484,0.0049002515,0.02862326,0.11371479,0.1390461,0.14742905,0.15446271,0.1603708,0.16456108,0.16697235,0.16798373,0.16803434,0.16750689,0.16654144,0.16203913,0.15747091,0.16153404,0.16303873,0.15044549,0.0859887,0.042582266,0.037353527,0.034142815,0.03188931,0.030764913,0.03110753,0.033012528,0.03623384,0.04012743,0.0434394,0.04304851
99,0.9999997,0.8490658,0.6837292,0.56262547,0.48419338,0.43080625,0.39448348,0.36468917,0.32446152,0.26930264,0.23834354,0.21880881,0.20227295,0.18715698,0.17326811,0.16082406,0.1499905,0.14070219,0.13268349,0.12550631,0.11871692,0.11205507,0.10578467,0.100900434,0.09877023,0.10249773,0.12277648,0.16386397,0.18003918,0.18768184,0.19482455,0.20243715,0.21097778,0.2210519,0.23324673,0.24759373,0.26339215,0.27913195,0.290777,0.29492816,0.29021987,0.2738966,0.24601404,0.22216466,0.2097294,0.20208383,0.19525851,0.18763858,0.17839131,0.16700284,0.15316015,0.13709196,0.11994696,0.10341255,0.090834364,0.08491362,0.0868613,0.09853493,0.12392662,0.15615681,0.17318675,0.18060435,0.18552817,0.1903149,0.1961814,0.20452558,0.21760443,0.23857664,0.26656768,0.29255608,0.30579838,0.3039592,0.29228264,0.27327278,0.24921668,0.227606,0.21333522,0.20451604,0.19821338,0.19255434,0.18614465,0.17729983,0.16333473,0.14044268,0.10955395,0.08224243,0.068016365,0.06683911,0.076027,0.094778106,0.12337537,0.15122128,0.1668621,0.17474665,0.17968805,0.18371683,0.18802196,0.19410838,0.20539862,0.23126826,0.2768236,0.3093947,0.31731367,0.30963585,0.29378244,0.2733109,0.2517647,0.23299016,0.21881834,0.20871122,0.20128262,0.19531275,0.18970135,0.18293321,0.17146118,0.14416285,0.09433315,0.061363317,0.052989095,0.058647413,0.07209059,0.09338533,0.12108903,0.14564432,0.1608849,0.16962712,0.17529424,0.1795891,0.1835255,0.18826534,0.19692764,0.22620516,0.29417607,0.3227763,0.321676,0.30987996,0.29336533,0.27497634,0.25733873,0.24175875,0.22838229,0.21696082,0.20721948,0.19892077,0.19167762,0.18463972,0.17516668,0.14674021,0.07872091,0.045832448,0.04591528,0.05452774,0.06807428,0.08713546,0.10965657,0.13044626,0.14641547,0.15788825,0.16654396,0.17374386,0.18037198,0.1872728,0.19644237,0.22492382,0.31529418,0.33464196,0.3285548,0.31718174,0.3044518,0.2924454,0.28162795,0.2714028,0.2607635,0.24834363,0.23211785,0.20979172,0.18462433,0.16800123,0.14831258,0.11868247,0.044340715,0.0008004771,0.00031080798,0.002838322,0.006038031,0.008556749,0.009371887,0.008124989,0.0051921057,0.0017101769,0.0,0.0061992994
100,0.0,0.30789223,0.51954144,0.66653967,0.77183354,0.84386706,0.89335173,0.92313594,0.9264825,0.9047721,0.894556,0.8878642,0.87960154,0.86980146,0.85926753,0.8488695,0.8392151,0.830528,0.82271904,0.8154606,0.8083486,0.801116,0.79397815,0.78782296,0.78382266,0.7846924,0.79974794,0.8330209,0.8465864,0.8537263,0.8608133,0.86854005,0.8773045,0.88770527,0.90035295,0.91530395,0.931915,0.94876856,0.9619515,0.9681882,0.9662821,0.95397663,0.93146133,0.9118263,0.9013112,0.89445287,0.8879408,0.8803828,0.87102383,0.8593707,0.84511036,0.82846165,0.81055576,0.79302686,0.779131,0.77141124,0.7709094,0.7791895,0.79947126,0.8258733,0.8399685,0.84632784,0.8508362,0.8554756,0.8613583,0.86986417,0.88330007,0.9049129,0.9338824,0.96118206,0.97622645,0.97713315,0.9687771,0.95368046,0.9340127,0.9161277,0.9041679,0.89659727,0.89096475,0.8856571,0.8793792,0.8704726,0.8562053,0.83266336,0.8007438,0.7721695,0.75638497,0.7530746,0.7594444,0.7743787,0.79784745,0.8208931,0.83393526,0.8406403,0.84499186,0.84870225,0.85284895,0.8589135,0.87038475,0.89686835,0.9436546,0.9776245,0.9874204,0.9824374,0.9698915,0.9531494,0.93531245,0.91963667,0.90767825,0.8990149,0.8925098,0.8871303,0.8818784,0.87527436,0.8637132,0.8357814,0.7845161,0.750119,0.7401196,0.7435826,0.75422734,0.77170813,0.7946618,0.8150808,0.82782817,0.8352392,0.8401434,0.8439528,0.84755725,0.8520795,0.8606941,0.8904985,0.9600663,0.9900122,0.99074185,0.98145264,0.9678718,0.9525619,0.9377726,0.92462593,0.9132543,0.90345216,0.8949902,0.8876739,0.8811563,0.8746116,0.8653635,0.8364539,0.7665558,0.73204786,0.7305586,0.73724204,0.748337,0.76414794,0.7829055,0.8002706,0.81367725,0.82339925,0.83084583,0.83715713,0.8430823,0.84940964,0.858172,0.8868808,0.9792706,0.99999976,0.99565583,0.98638684,0.9757449,0.965519,0.9561232,0.9470681,0.93751264,0.92627555,0.91155386,0.8908693,0.8676069,0.8531702,0.835626,0.807251,0.73172385,0.6867552,0.6856359,0.687503,0.6901032,0.69223225,0.6930135,0.69213396,0.6898997,0.68725836,0.68614256,0.6916928
101,0.0,0.6536298,0.86193585,0.9173299,0.9170581,0.90863407,0.9048511,0.9129196,0.9416842,0.98779094,0.9999997,0.9961432,0.98784393,0.9776728,0.9666897,0.95559895,0.94483125,0.9345268,0.92448217,0.91418797,0.90288526,0.8896696,0.8737497,0.8542673,0.8296703,0.79733306,0.7483356,0.6833414,0.6636932,0.6635325,0.66853774,0.67599595,0.6855209,0.6975433,0.7127453,0.731508,0.7538964,0.7798951,0.80774003,0.83626187,0.86643165,0.9021946,0.9453902,0.9779634,0.9916833,0.9954526,0.9941637,0.9892935,0.9811344,0.9695701,0.95436645,0.9355439,0.9137213,0.889485,0.8641461,0.83775425,0.8091093,0.7760318,0.73215073,0.68480295,0.6616675,0.65435797,0.6530691,0.6550059,0.65982133,0.6684249,0.68315846,0.70760673,0.74170303,0.77822334,0.81053156,0.84229445,0.8732454,0.90569043,0.9400363,0.9684197,0.9854353,0.9938218,0.9971877,0.9972082,0.99407995,0.98682,0.972924,0.9482911,0.9131521,0.8777566,0.8482553,0.82116765,0.79325604,0.76020247,0.7184685,0.6804114,0.66033417,0.6518537,0.6484177,0.6476331,0.6490485,0.6535819,0.66474277,0.69276035,0.74390477,0.7867072,0.81571794,0.8422552,0.8697821,0.89887834,0.9269848,0.9499835,0.9659051,0.9756762,0.98121816,0.98386776,0.98403704,0.9810011,0.971471,0.9437577,0.8897483,0.8481014,0.8219642,0.7990886,0.77452236,0.7433304,0.7055571,0.6731566,0.6540469,0.64432704,0.63928765,0.63664144,0.63561237,0.63665515,0.6429082,0.6726318,0.7461681,0.7852474,0.806564,0.8276002,0.85013735,0.8730266,0.8938133,0.91123235,0.9252343,0.9361046,0.94417995,0.9497886,0.95312196,0.953828,0.9495031,0.92265135,0.8495835,0.8054357,0.7860833,0.76858044,0.7483271,0.72237796,0.6927757,0.6661941,0.6466929,0.6338705,0.6256002,0.62017965,0.61666673,0.61499494,0.6172001,0.64269453,0.73963636,0.7719121,0.7882132,0.80469215,0.8199505,0.83210456,0.8408551,0.84708256,0.85195273,0.85669816,0.8624606,0.8653119,0.86936504,0.8833994,0.894721,0.8880149,0.81872827,0.7691035,0.7609136,0.7545631,0.7494416,0.74645525,0.7466262,0.750281,0.7568383,0.7647256,0.7708574,0.7673445
102,0.0,0.38308978,0.5821961,0.6750052,0.7061878,0.7276021,0.75436676,0.7977134,0.87067086,0.9657092,0.98853767,0.9755359,0.9505728,0.9197775,0.8862621,0.8524045,0.8197042,0.78867924,0.7587667,0.7284578,0.69560444,0.6577746,0.61330664,0.5609124,0.4978897,0.4203161,0.31485203,0.18702783,0.15162094,0.15752509,0.17578247,0.20049344,0.23106802,0.26907346,0.31668496,0.3748843,0.44326618,0.5206056,0.59930056,0.67376226,0.7453551,0.82182086,0.9079107,0.97075766,0.99536055,0.9987337,0.99000585,0.97161335,0.9436193,0.9053121,0.85585415,0.7955021,0.72672844,0.6524109,0.5785708,0.50759935,0.43752414,0.3644721,0.27592334,0.18464544,0.14120422,0.12916625,0.1299904,0.13869576,0.15539941,0.18350606,0.23064469,0.30827233,0.41553783,0.5272303,0.61830103,0.6960458,0.76404035,0.8300804,0.8970166,0.9510862,0.98249847,0.99656755,0.9999992,0.9955137,0.9824804,0.9570759,0.91080195,0.8302875,0.7168522,0.60570014,0.52007866,0.45127347,0.38901645,0.32190907,0.24143969,0.16971168,0.13273756,0.118173085,0.11370557,0.11505213,0.12206866,0.1382589,0.17509793,0.2655382,0.42926913,0.56184006,0.64042246,0.7004728,0.7565825,0.8130435,0.8662889,0.90903205,0.93771964,0.95421165,0.96221447,0.96410143,0.9600122,0.9469294,0.91368425,0.82188845,0.6456691,0.5142376,0.4418971,0.38931817,0.33900455,0.27871555,0.20746492,0.14715342,0.11227344,0.09536262,0.08752645,0.08448205,0.08515758,0.09161116,0.11414692,0.21154964,0.44885507,0.56892866,0.6211113,0.6641066,0.70715606,0.74966955,0.7875759,0.81875396,0.8431632,0.86129445,0.8737693,0.88120013,0.88376266,0.8798806,0.8613665,0.77089477,0.5321617,0.39465037,0.34634084,0.30972248,0.27036148,0.2214124,0.16632502,0.11743,0.082207754,0.05987016,0.04649913,0.03899622,0.035740152,0.037253346,0.05019204,0.13642146,0.44958466,0.5452445,0.5809171,0.61284727,0.6406972,0.6614045,0.6745864,0.6819452,0.68558407,0.68748003,0.6888536,0.67800456,0.66783106,0.6895652,0.702022,0.6611433,0.4266841,0.26665506,0.24578561,0.23203178,0.22190781,0.21654408,0.21764745,0.22573131,0.23966078,0.25647703,0.27037498,0.26673162
103,0.622847,0.9735827,0.99999946,0.920639,0.81768256,0.7420546,0.69827884,0.6899813,0.7290062,0.8059414,0.8184841,0.8013178,0.77701324,0.750366,0.72324395,0.6968753,0.6719446,0.6485964,0.62626994,0.60382646,0.57963544,0.55177724,0.5186487,0.47854704,0.42839673,0.3631064,0.2653618,0.1368383,0.09816085,0.09822621,0.10868767,0.12414764,0.1438493,0.16869052,0.20008521,0.23881082,0.2849465,0.33835804,0.39523727,0.45301434,0.5135608,0.5846821,0.6701007,0.73435557,0.76127464,0.7683992,0.7653581,0.75503767,0.7379712,0.71388334,0.6822926,0.6432573,0.59808147,0.54808253,0.49611238,0.44245657,0.38477582,0.31880087,0.23195808,0.13862029,0.09310729,0.07886857,0.076594636,0.080812246,0.09089872,0.10878055,0.13932209,0.18995401,0.26050088,0.3357917,0.4017907,0.46573254,0.5274176,0.59167933,0.659481,0.7154176,0.74887294,0.7652583,0.77165353,0.7713336,0.76460814,0.74938554,0.72042304,0.6692132,0.5962651,0.523028,0.46255386,0.40780407,0.35208076,0.28662872,0.20434065,0.129442,0.090011165,0.073433146,0.06683153,0.06552084,0.06865136,0.07818742,0.10141866,0.15956384,0.26559916,0.35397628,0.41297805,0.46600774,0.52053046,0.577936,0.63329124,0.6785325,0.70977926,0.728872,0.7395915,0.7445659,0.7445453,0.73798835,0.7180046,0.6602963,0.54802406,0.46180734,0.40850243,0.36271077,0.31402597,0.25250602,0.17815433,0.11445677,0.07694553,0.057935335,0.04815503,0.043101467,0.041285075,0.04370005,0.056865454,0.11867094,0.27128226,0.35190186,0.3948038,0.43647075,0.48087257,0.5258833,0.5666971,0.6008645,0.6282721,0.64948744,0.6651744,0.67596614,0.6822375,0.68321794,0.67387795,0.61783814,0.4659286,0.37467557,0.33563003,0.30088463,0.26092058,0.20984143,0.15163434,0.09942338,0.061175942,0.03609391,0.019997513,0.009553258,0.0029137954,0.0,0.00504324,0.058269028,0.2594757,0.325774,0.3582386,0.39073756,0.42069772,0.44444153,0.4614014,0.4733077,0.48245504,0.49123427,0.501823,0.5061438,0.51270413,0.5399604,0.5615472,0.5460976,0.40140542,0.29840085,0.2818366,0.2691941,0.25907323,0.2532147,0.25361374,0.26090682,0.27393806,0.2896285,0.30188572,0.29520497
104,0.0,0.1806825,0.34240827,0.48351616,0.6065674,0.7034066,0.77676386,0.8245735,0.8361089,0.81358624,0.80889404,0.80957365,0.80786324,0.8036306,0.7978295,0.7914795,0.7853175,0.7796937,0.77467686,0.7701453,0.76592475,0.76200455,0.7588364,0.75756013,0.7597877,0.7689936,0.7971143,0.84831905,0.8675027,0.8749914,0.88109815,0.8872421,0.893933,0.90168995,0.910966,0.9217199,0.93325263,0.944077,0.95054364,0.9495292,0.9395318,0.9171887,0.88229036,0.85329235,0.83878046,0.8306954,0.8243098,0.81779355,0.8102874,0.8013091,0.7905976,0.77836746,0.765616,0.75386465,0.7461122,0.74495375,0.7517769,0.7687754,0.800967,0.84050107,0.8611141,0.8696245,0.87465996,0.879004,0.883908,0.89057577,0.90081066,0.9170728,0.93850666,0.95753044,0.9647691,0.9572963,0.9403296,0.9159495,0.8863609,0.8602757,0.84338814,0.8333427,0.8266347,0.8211489,0.8154967,0.80822086,0.7971666,0.7793679,0.75567544,0.7354618,0.72683084,0.73035663,0.7440302,0.76785713,0.8027869,0.83644724,0.8551687,0.8643345,0.86975634,0.8738299,0.87779516,0.88296163,0.8920695,0.912512,0.94817483,0.97254694,0.97514457,0.9628663,0.9424155,0.9172042,0.89117247,0.868796,0.8521873,0.84063786,0.8324475,0.82619035,0.8207234,0.8147061,0.8052872,0.78376013,0.7450507,0.72044146,0.71685773,0.7262391,0.7434392,0.7694069,0.80278766,0.83226264,0.8504193,0.8606318,0.8670386,0.8716948,0.87572104,0.88017684,0.8875698,0.9110679,0.96480554,0.98595077,0.9810623,0.96572644,0.9455181,0.92344624,0.9025192,0.88422924,0.8687176,0.8556816,0.8447853,0.83573693,0.8281201,0.821172,0.8127566,0.7899593,0.736932,0.7127868,0.7161751,0.7274836,0.74404037,0.76694113,0.7938715,0.81865615,0.83756816,0.8509701,0.86084926,0.868821,0.8759074,0.8829484,0.8915456,0.91502786,0.98671824,0.9999997,0.99110174,0.9769842,0.9617688,0.9478331,0.9356836,0.92457324,0.9133098,0.90033865,0.8834905,0.86124057,0.83605134,0.8174473,0.7963767,0.7688747,0.7090716,0.6755859,0.67650235,0.68000954,0.68396074,0.6868918,0.68764985,0.68582803,0.68189234,0.67720276,0.6745184,0.6810809
105,0.8282057,0.39342988,0.2709456,0.27905658,0.3208743,0.3894983,0.46834916,0.5630026,0.70039356,0.87536085,0.9415973,0.9541784,0.949165,0.9355165,0.9171691,0.8965914,0.8752703,0.85390633,0.83225644,0.80930555,0.7833523,0.7521856,0.71367514,0.6651713,0.6020277,0.51600945,0.37897596,0.1903839,0.13161509,0.12793131,0.13809147,0.15449928,0.17597286,0.2033605,0.23820624,0.2815299,0.33377466,0.39553148,0.46384093,0.53701127,0.6181258,0.7185741,0.8429932,0.93773246,0.9785494,0.9915117,0.99096847,0.98146117,0.9640717,0.9387189,0.9049216,0.86263686,0.81299406,0.7568034,0.6960378,0.62966794,0.5539671,0.46237317,0.33632424,0.1978277,0.12943245,0.10692474,0.101382405,0.1044276,0.11459729,0.13369763,0.16693261,0.22240843,0.30032524,0.38545233,0.46486554,0.54907286,0.6351245,0.7279813,0.82770056,0.91063553,0.9608168,0.9862696,0.9976164,0.99999917,0.99451405,0.9793071,0.9489553,0.89441353,0.8158772,0.73516303,0.6642659,0.59404063,0.5171246,0.422495,0.30061117,0.1883919,0.12866521,0.10285496,0.09163208,0.08781011,0.089678206,0.099009156,0.12359466,0.1863856,0.30175015,0.40066877,0.4736437,0.54658526,0.6254266,0.7101534,0.79256415,0.86036843,0.90771896,0.9373369,0.9548265,0.96418124,0.9669405,0.9618462,0.94181174,0.88106525,0.76131636,0.66669154,0.60203725,0.53983724,0.4697836,0.37885204,0.26764783,0.1716934,0.11466877,0.08521765,0.0694389,0.060570195,0.056138232,0.056829236,0.06959139,0.13543229,0.30033955,0.3911853,0.4477429,0.5079986,0.57408726,0.64178675,0.70355785,0.7555882,0.79771566,0.8308172,0.85592693,0.8739836,0.885664,0.8904343,0.8831049,0.8250319,0.66317934,0.56191605,0.511282,0.46177745,0.4028752,0.3265501,0.2389735,0.15994631,0.10156826,0.06270517,0.037076015,0.019615022,0.007429499,0.0,0.001829973,0.056872126,0.274129,0.35104504,0.39654654,0.444712,0.49018016,0.52715135,0.5546629,0.5752787,0.5925205,0.6101673,0.63206977,0.6489017,0.67007506,0.7137323,0.7515613,0.74653363,0.597286,0.48633435,0.46512288,0.44741884,0.4326218,0.42371497,0.4238103,0.43391803,0.4523464,0.47449672,0.49126196,0.4794005
106,0.9999999,0.6917288,0.49481192,0.37119892,0.28982368,0.23905472,0.20850396,0.19421253,0.19762927,0.21500345,0.21610165,0.21018411,0.20322946,0.19626276,0.18955049,0.18323699,0.17737497,0.17193392,0.16673619,0.16148388,0.15575972,0.1490789,0.14098996,0.13097847,0.11813865,0.10091158,0.07399128,0.037442505,0.026167195,0.025661116,0.027915807,0.031440787,0.03600846,0.04181496,0.049184114,0.05832038,0.06928945,0.082168125,0.09623566,0.11105168,0.12719442,0.14687787,0.17104758,0.18939598,0.19724068,0.19961843,0.1993011,0.1971491,0.19335951,0.18789902,0.1806594,0.17164156,0.16110547,0.14927135,0.13664156,0.123095825,0.10793009,0.089887924,0.06538052,0.038627677,0.025466826,0.021196142,0.020242268,0.021004627,0.023229713,0.02732276,0.034398627,0.04617909,0.06268081,0.08056569,0.09690735,0.11375139,0.13067222,0.14874862,0.16806847,0.18410297,0.19377677,0.19863588,0.2007305,0.20103675,0.19973592,0.19639784,0.18984933,0.17814843,0.16136268,0.14425033,0.12952591,0.115356594,0.100176975,0.08175641,0.058194555,0.036577452,0.0251097,0.020191383,0.0181023,0.017466694,0.017978324,0.020042427,0.025328048,0.03873037,0.06328958,0.084142484,0.09902696,0.113428496,0.12877095,0.14516535,0.1610768,0.17414513,0.18324624,0.18890285,0.19219932,0.1939026,0.19428562,0.19305049,0.18865861,0.17557177,0.14989585,0.12980439,0.11652604,0.10419231,0.0905337,0.07294304,0.05150727,0.033051547,0.022113007,0.016494317,0.0135152,0.01187761,0.011117103,0.011408539,0.014241476,0.028362677,0.063553266,0.08265848,0.09396802,0.105690196,0.11844489,0.13147528,0.14334641,0.15332831,0.16139229,0.16770394,0.17245758,0.17583916,0.17796895,0.17871095,0.17694382,0.16436492,0.12964526,0.10822614,0.098045334,0.08836413,0.07696022,0.062241346,0.045388978,0.030209359,0.019022865,0.01160838,0.0067548244,0.0034898228,0.001264737,0.0,0.000661512,0.012592784,0.058964316,0.07498216,0.08391488,0.09321861,0.101945944,0.10899313,0.11417975,0.118002646,0.12113442,0.124293946,0.12819178,0.13088131,0.13435449,0.14261922,0.14961737,0.14768094,0.11529554,0.09158287,0.08730201,0.08382236,0.08095057,0.079240814,0.07928615,0.081278086,0.084889114,0.08923196,0.0925497,0.09036162
